S_ID,學院,科系,性別,國籍,入學方式,參加社團,系學會社團,學術型社團,康樂性社團,聯誼性社團,服務性社團,工讀學期,住宿學期數,1/2不及格次數,獎勵數量,懲處數量,畢業成績排名區間,離校學年,離校學期,工作狀況,工作單位,工作職業類型,平均月收
01444b5975491db89c8d171beb0e819b,資訊電機學院,資訊工程學系碩士在職專班,男,中華民國,碩士在職專班,N,N,N,N,N,N,0,0,0,0,0,5.0,104,1042,,,,
0146cb33b3ad9fe4a86210aca2975558,工學院,機械工程學系,男,中華民國,學士班申請入學,N,N,N,N,N,N,0,8,0,2,0,8.0,104,1042,,,,
01496a5ff283ee3b1944d133dfcecce3,工學院,能源工程研究所碩士班,男,中華民國,碩士班甄試(一般生),N,N,N,N,N,N,0,0,0,0,0,4.0,103,1031,全職工作,政府部門（含職業軍人）,科學、技術、工程、數學類,40k~45k
014b027d4f21d2671d321b09912168a5,工學院,機械工程學系碩士在職專班,男,中華民國,碩士在職專班,N,N,N,N,N,N,0,0,0,0,0,9.0,103,1031,,,,
014b6cd7ca2187dbee9135297981b5a4,管理學院,企業管理學系,女,中華民國,學士班(指考分發/聯考),N,N,N,N,N,N,2,4,0,0,0,2.0,101,1012,,,,
014ded389bbbdf4c371dc8f509322ba9,工學院,機械工程學系,男,中華民國,學士班(指考分發/聯考),Y,N,N,N,Y,N,0,9,0,0,0,8.0,106,1062,,,,
014e4136f80a947fec31005c568c8843,工學院,土木工程學系碩士班,男,中華民國,碩士班招生(一般生),N,N,N,N,N,N,0,0,0,0,0,7.0,101,1012,,,,
0151f3bd1d150655655ad9b13536048b,文學院,歷史研究所碩士班,女,中華民國,碩士班招生(一般生),N,N,N,N,N,N,0,1,0,0,0,2.0,105,1052,全職工作,學校（包括公立及私立大學、高中、高職、國中小…等）,教育與訓練類,49k~52k
01543893b91c6d1eca7e43c41627c068,工學院,機械工程學系光機電工程碩士班,男,中華民國,碩士班招生(一般生),N,N,N,N,N,N,0,2,0,0,0,3.0,104,1041,,,,
015532a37c7b35fc3a0f2e3eef6d3f87,理學院,生命科學系碩士班,女,中華民國,碩士班甄試(一般生),N,N,N,N,N,N,0,0,0,0,0,3.0,102,1022,全職工作,企業（包括民營企業或國營企業…等）,科學、技術、工程、數學類,34k~37k
0156f181b3c3a8e983fa4f67b890e3ea,文學院,學習與教學研究所博士班,男,中華民國,博士班招生(一般生),N,N,N,N,N,N,0,0,0,0,1,5.0,106,1062,,,,
015afa0979edf1ed63776972c59a2341,工學院,機械工程學系,男,中華民國,學士班(指考分發/聯考),N,N,N,N,N,N,0,5,0,0,0,9.0,101,1012,部分工時,目前非就業中,,
015d8a2e5994e33e6e0cfc7e677b3fb8,客家學院,客家語文暨社會科學學系客家語文碩士班,男,中華民國,碩士班招生(一般生),N,N,N,N,N,N,0,0,0,0,0,10.0,101,1012,全職工作,創業,物流運輸類,70k以上
015df88b776ce3b579ba05379a7a282d,工學院,化學工程與材料工程學系碩士班,男,中華民國,碩士班招生(一般生),N,N,N,N,N,N,1,0,0,0,0,8.0,105,1052,部分工時,目前非就業中,,
0168c4566a16a5459a42a0de6ff217b1,資訊電機學院,資訊工程學系碩士在職專班,男,中華民國,碩士在職專班,N,N,N,N,N,N,0,0,0,0,0,8.0,104,1042,部分工時,目前非就業中,,
016e30b82c35dd6535478f4248313331,管理學院,企業管理學系碩士班,女,中華民國,碩士班招生(一般生),N,N,N,N,N,N,3,0,0,0,0,5.0,106,1062,,,,
016fab32fca9214be4b3754c324dc1a4,地球科學學院,水文與海洋科學研究所碩士班,男,中華民國,碩士班招生(一般生),N,N,N,N,N,N,1,3,0,0,0,3.0,102,1022,部分工時,目前非就業中,,
0172c2321a0377726522eaabdd3c19e6,地球科學學院,地球科學學系,女,中華民國,學士班申請入學,N,N,N,N,N,N,0,6,0,0,7,3.0,101,1012,部分工時,目前非就業中,,
0172c34f922e3f920461770eb4cb80b1,文學院,法國語文學系,女,中華民國,學士班(指考分發/聯考),Y,Y,N,N,N,Y,5,4,0,0,0,10.0,106,1062,,,,
0176629e2098de7f01801b3a33ef979a,管理學院,企業管理學系,男,中華民國,學士班申請入學,N,N,N,N,N,N,0,4,0,0,0,7.0,101,1012,部分工時,目前非就業中,,
0177b3eace6f8347a6bf16871b3f6c6a,管理學院,企業管理學系碩士班,男,中華民國,碩士班招生(一般生),N,N,N,N,N,N,2,0,0,0,1,2.0,104,1042,全職工作,企業（包括民營企業或國營企業…等）,資訊科技類,40k~43k
017802d45b0b1431680c8bcf96c0a6b7,管理學院,人力資源管理研究所碩士在職專班,女,中華民國,碩士在職專班,N,N,N,N,N,N,0,0,0,0,0,3.0,102,1022,全職工作,企業（包括民營企業或國營企業…等）,企業經營管理類,70k以上
018b419ea5282b0d37e591a05455484c,管理學院,企業管理學系,女,中華民國,學士班(指考分發/聯考),Y,Y,N,N,N,N,0,8,0,0,3,,107,1071,,,,
018d67a8328d46fbb85f1dca5a65f6c6,理學院,物理學系博士班,男,中華民國,博士班招生(一般生),N,N,N,N,N,N,0,0,0,0,0,2.0,102,1022,全職工作,非營利機構,科學、技術、工程、數學類,60k~65k
018e6765e770996cf6a0ef17c4d68deb,工學院,化學工程與材料工程學系碩士班,男,中華民國,碩士班招生(一般生),N,N,N,N,N,N,9,0,0,0,0,3.0,106,1062,,,,
018f2d7b5a82f4f8790320455a5452af,地球科學學院,大氣科學學系,女,澳門,學士班僑生(海招會-聯合分發),N,N,N,N,N,N,0,5,0,0,0,4.0,101,1012,,,,
0195785147ed077a448513234c5a417e,工學院,土木工程學系碩士班,女,中華民國,碩士班甄試(一般生),N,N,N,N,N,N,0,3,0,0,0,1.0,103,1032,,,,
01986e4192aed94e7f4313bb432de0be,資訊電機學院,通訊工程學系,男,中華民國,學士班申請入學,N,N,N,N,N,N,5,6,0,0,0,4.0,104,1042,部分工時,目前非就業中,,
0199bc6b41d0c52042275c54ca8f7b13,資訊電機學院,資訊工程學系碩士班,男,中國,碩士班(大陸地區聯合招生),N,N,N,N,N,N,4,0,0,0,0,9.0,106,1062,,,,
019a50dcde0031bec51e198dc79be765,資訊電機學院,電機工程學系,女,中華民國,學士班(指考分發/聯考),N,N,N,N,N,N,3,2,0,0,0,9.0,104,1042,部分工時,目前非就業中,,
019a924b2d968386423d0cc82630ceee,管理學院,企業管理學系,女,中華民國,學士班(指考分發/聯考),Y,N,N,N,N,Y,1,6,0,0,0,9.0,105,1052,,,,
019f301d2f3f0253c9b488bb764589fd,工學院,化學工程與材料工程學系,男,中華民國,學士班申請入學,N,N,N,N,N,N,0,8,0,0,0,6.0,102,1022,,,,
019f9d72fb7ea121a596574d9d6d3e7f,生醫理工學院,生命科學系,男,中華民國,學士班(指考分發/聯考),Y,Y,Y,N,Y,N,2,12,0,0,0,7.0,105,1052,部分工時,目前非就業中,,
01a1c982beb5b3a0737649e7d9102515,資訊電機學院,電機工程學系,男,中華民國,學士班(指考分發/聯考),N,N,N,N,N,N,0,6,0,1,0,7.0,102,1022,,,,
01a2563f828a222cb7d2d8ad2ae8f076,客家學院,法律與政府研究所碩士班,男,中華民國,碩士班招生(一般生),N,N,N,N,N,N,0,0,0,0,3,3.0,102,1021,全職工作,企業（包括民營企業或國營企業…等）,司法、法律與公共安全類,37k~40k
