s_id,semester,club_id,position,member_flag,assistant_manager_flag,manager_flag
045403eba93695df8e6359ed1a0869b6,1032,D005,1,Y,N,N
045403eba93695df8e6359ed1a0869b6,1041,D005,1,Y,N,N
045403eba93695df8e6359ed1a0869b6,1042,D005,1,Y,N,N
045403eba93695df8e6359ed1a0869b6,1051,D005,1,Y,N,N
045403eba93695df8e6359ed1a0869b6,1052,D005,1,Y,N,N
7e28405065257a499148a007eb4bae74,1021,D005,1,Y,N,N
7e28405065257a499148a007eb4bae74,1022,D005,1,Y,N,N
7e28405065257a499148a007eb4bae74,1031,D005,1,Y,N,N
7e28405065257a499148a007eb4bae74,1032,D005,1,Y,N,N
7e28405065257a499148a007eb4bae74,1041,D005,1,Y,N,N
7e28405065257a499148a007eb4bae74,1042,D005,1,Y,N,N
7e28405065257a499148a007eb4bae74,1051,D005,1,Y,N,N
7e28405065257a499148a007eb4bae74,1052,D005,1,Y,N,N
0818bca420e65e5b59bca858a633df28,1021,D005,1,Y,N,N
0818bca420e65e5b59bca858a633df28,1022,D005,1,Y,N,N
0818bca420e65e5b59bca858a633df28,1031,D005,1,Y,N,N
0818bca420e65e5b59bca858a633df28,1032,D005,1,Y,N,N
0818bca420e65e5b59bca858a633df28,1041,D005,1,Y,N,N
0818bca420e65e5b59bca858a633df28,1042,D005,1,Y,N,N
0818bca420e65e5b59bca858a633df28,1051,D005,1,Y,N,N
0818bca420e65e5b59bca858a633df28,1052,D005,1,Y,N,N
ef46d0caa1956b7868d4612cb59771fe,1021,D005,1,Y,N,N
ef46d0caa1956b7868d4612cb59771fe,1022,D005,1,Y,N,N
ef46d0caa1956b7868d4612cb59771fe,1031,D005,1,Y,N,N
ef46d0caa1956b7868d4612cb59771fe,1032,D005,1,Y,N,N
ef46d0caa1956b7868d4612cb59771fe,1041,D005,1,Y,N,N
ef46d0caa1956b7868d4612cb59771fe,1042,D005,1,Y,N,N
ef46d0caa1956b7868d4612cb59771fe,1051,D005,1,Y,N,N
ef46d0caa1956b7868d4612cb59771fe,1052,D005,1,Y,N,N
7b9f08dd9250a6f81d7b2e230d820b22,1021,D005,1,Y,N,N
7b9f08dd9250a6f81d7b2e230d820b22,1022,D005,1,Y,N,N
7b9f08dd9250a6f81d7b2e230d820b22,1031,D005,1,Y,N,N
7b9f08dd9250a6f81d7b2e230d820b22,1032,D005,1,Y,N,N
7b9f08dd9250a6f81d7b2e230d820b22,1041,D005,1,Y,N,N
7b9f08dd9250a6f81d7b2e230d820b22,1042,D005,1,Y,N,N
7b9f08dd9250a6f81d7b2e230d820b22,1051,D005,1,Y,N,N
7b9f08dd9250a6f81d7b2e230d820b22,1052,D005,1,Y,N,N
57880bd8540054af02933ad6ac9c5dd9,1021,D005,1,Y,N,N
57880bd8540054af02933ad6ac9c5dd9,1022,D005,1,Y,N,N
57880bd8540054af02933ad6ac9c5dd9,1031,D005,1,Y,N,N
57880bd8540054af02933ad6ac9c5dd9,1032,D005,1,Y,N,N
57880bd8540054af02933ad6ac9c5dd9,1041,D005,1,Y,N,N
57880bd8540054af02933ad6ac9c5dd9,1042,D005,1,Y,N,N
57880bd8540054af02933ad6ac9c5dd9,1051,D005,1,Y,N,N
57880bd8540054af02933ad6ac9c5dd9,1052,D005,1,Y,N,N
2e3c103389d6317f6144c57d13c75735,1021,D005,1,Y,N,N
2e3c103389d6317f6144c57d13c75735,1022,D005,1,Y,N,N
2e3c103389d6317f6144c57d13c75735,1031,D005,1,Y,N,N
2e3c103389d6317f6144c57d13c75735,1032,D005,1,Y,N,N
2e3c103389d6317f6144c57d13c75735,1041,D005,1,Y,N,N
2e3c103389d6317f6144c57d13c75735,1042,D005,1,Y,N,N
2e3c103389d6317f6144c57d13c75735,1051,D005,1,Y,N,N
2e3c103389d6317f6144c57d13c75735,1052,D005,1,Y,N,N
88701a6e0d4266ecaea242b6f349b2b0,1021,D005,1,Y,N,N
88701a6e0d4266ecaea242b6f349b2b0,1022,D005,1,Y,N,N
88701a6e0d4266ecaea242b6f349b2b0,1031,D005,1,Y,N,N
88701a6e0d4266ecaea242b6f349b2b0,1032,D005,1,Y,N,N
88701a6e0d4266ecaea242b6f349b2b0,1041,D005,1,Y,N,N
88701a6e0d4266ecaea242b6f349b2b0,1042,D005,1,Y,N,N
88701a6e0d4266ecaea242b6f349b2b0,1051,D005,1,Y,N,N
88701a6e0d4266ecaea242b6f349b2b0,1052,D005,1,Y,N,N
04d4be6ce913fc11915318280fbd84bf,1021,A016,1,Y,N,N
04d4be6ce913fc11915318280fbd84bf,1022,A016,1,Y,N,N
04d4be6ce913fc11915318280fbd84bf,1031,A016,1,Y,N,N
b52cfe5cc3beac11881caaa5bfbe5341,1021,A016,1,Y,N,N
b52cfe5cc3beac11881caaa5bfbe5341,1022,A016,1,Y,N,N
b52cfe5cc3beac11881caaa5bfbe5341,1031,A016,1,Y,N,N
b52cfe5cc3beac11881caaa5bfbe5341,1032,A016,1,Y,N,N
b52cfe5cc3beac11881caaa5bfbe5341,1041,A016,1,Y,N,N
66f75274fa3025a2033596c0db286a34,1021,A016,1,Y,N,N
66f75274fa3025a2033596c0db286a34,1022,A016,1,Y,N,N
66f75274fa3025a2033596c0db286a34,1031,A016,1,Y,N,N
e4b2a5a4f79e8fb331b8174621be649c,1021,A016,1,Y,N,N
e4b2a5a4f79e8fb331b8174621be649c,1022,A016,1,Y,N,N
e4b2a5a4f79e8fb331b8174621be649c,1031,A016,1,Y,N,N
0438eae29f4f41ecec13e4445b908331,1021,A016,1,Y,N,N
0438eae29f4f41ecec13e4445b908331,1022,A016,1,Y,N,N
0438eae29f4f41ecec13e4445b908331,1031,A016,1,Y,N,N
0438eae29f4f41ecec13e4445b908331,1032,A016,1,Y,N,N
0438eae29f4f41ecec13e4445b908331,1041,A016,1,Y,N,N
5d71b70bd6d8c3ed334913b3bb70e109,1021,A016,1,Y,N,N
5d71b70bd6d8c3ed334913b3bb70e109,1022,A016,1,Y,N,N
5d71b70bd6d8c3ed334913b3bb70e109,1031,A016,1,Y,N,N
b23ac65056a81d50a39efb82a930089b,1021,A016,1,Y,N,N
b23ac65056a81d50a39efb82a930089b,1022,A016,1,Y,N,N
b23ac65056a81d50a39efb82a930089b,1031,A016,1,Y,N,N
b23ac65056a81d50a39efb82a930089b,1032,A016,1,Y,N,N
b23ac65056a81d50a39efb82a930089b,1041,A016,1,Y,N,N
ae92d1f00bd2bd099c42410bde7cf3c4,1021,A016,1,Y,N,N
ae92d1f00bd2bd099c42410bde7cf3c4,1022,A016,1,Y,N,N
ae92d1f00bd2bd099c42410bde7cf3c4,1031,A016,1,Y,N,N
43b2021f47a7da1640e608e68538d824,1021,A016,1,Y,N,N
43b2021f47a7da1640e608e68538d824,1022,A016,1,Y,N,N
43b2021f47a7da1640e608e68538d824,1031,A016,1,Y,N,N
92f8e9a3148eaf8086c7525f2adcf24b,1021,A016,1,Y,N,N
92f8e9a3148eaf8086c7525f2adcf24b,1022,A016,1,Y,N,N
92f8e9a3148eaf8086c7525f2adcf24b,1031,A016,1,Y,N,N
5953054acbadb1fa418621c27ec3ff2b,1021,A016,1,Y,N,N
5953054acbadb1fa418621c27ec3ff2b,1022,A016,1,Y,N,N
5953054acbadb1fa418621c27ec3ff2b,1031,A016,1,Y,N,N
faef8d6e3a40f151bbe2cca70e6b56b7,1021,A016,1,Y,N,N
faef8d6e3a40f151bbe2cca70e6b56b7,1022,A016,1,Y,N,N
faef8d6e3a40f151bbe2cca70e6b56b7,1031,A016,1,Y,N,N
16e13364213e60374a8d3fbb493c419c,1021,A016,1,Y,N,N
16e13364213e60374a8d3fbb493c419c,1022,A016,1,Y,N,N
16e13364213e60374a8d3fbb493c419c,1031,A016,1,Y,N,N
db2f7b6f90980f9d546f7abb9fff78a2,1021,A016,1,Y,N,N
db2f7b6f90980f9d546f7abb9fff78a2,1022,A016,1,Y,N,N
db2f7b6f90980f9d546f7abb9fff78a2,1031,A016,1,Y,N,N
ce24e55600d72567603f9439a640d02c,1021,A016,1,Y,N,N
ce24e55600d72567603f9439a640d02c,1022,A016,1,Y,N,N
ce24e55600d72567603f9439a640d02c,1031,A016,1,Y,N,N
368f6c884b71dbca3b4f285c13179952,1021,A016,1,Y,N,N
368f6c884b71dbca3b4f285c13179952,1022,A016,1,Y,N,N
368f6c884b71dbca3b4f285c13179952,1031,A016,1,Y,N,N
3fa31249513fd639aff0ee8e01bd854a,1021,A016,1,Y,N,N
3fa31249513fd639aff0ee8e01bd854a,1022,A016,1,Y,N,N
3fa31249513fd639aff0ee8e01bd854a,1031,A016,1,Y,N,N
3fa31249513fd639aff0ee8e01bd854a,1032,A016,1,Y,N,N
3fa31249513fd639aff0ee8e01bd854a,1041,A016,1,Y,N,N
82f9fd836430f31d330966fa475d901e,1021,A016,1,Y,N,N
82f9fd836430f31d330966fa475d901e,1022,A016,1,Y,N,N
82f9fd836430f31d330966fa475d901e,1031,A016,1,Y,N,N
8d34b5817bab4039c6a43790babbf9b3,1021,A016,1,Y,N,N
8d34b5817bab4039c6a43790babbf9b3,1022,A016,1,Y,N,N
8d34b5817bab4039c6a43790babbf9b3,1031,A016,1,Y,N,N
635743fbbe72d2e45bd5d0a6d51e665d,1021,A016,1,Y,N,N
635743fbbe72d2e45bd5d0a6d51e665d,1022,A016,1,Y,N,N
635743fbbe72d2e45bd5d0a6d51e665d,1031,A016,1,Y,N,N
635743fbbe72d2e45bd5d0a6d51e665d,1032,A016,1,Y,N,N
635743fbbe72d2e45bd5d0a6d51e665d,1041,A016,1,Y,N,N
635743fbbe72d2e45bd5d0a6d51e665d,1042,A016,1,Y,N,N
635743fbbe72d2e45bd5d0a6d51e665d,1051,A016,1,Y,N,N
635743fbbe72d2e45bd5d0a6d51e665d,1052,A016,1,Y,N,N
d0c580fb039b8759dfa24aef03c5049b,1021,A016,1,Y,N,N
d0c580fb039b8759dfa24aef03c5049b,1022,A016,1,Y,N,N
d0c580fb039b8759dfa24aef03c5049b,1031,A016,1,Y,N,N
d0c580fb039b8759dfa24aef03c5049b,1032,A016,1,Y,N,N
d0c580fb039b8759dfa24aef03c5049b,1041,A016,1,Y,N,N
acb2242784bc9196b7e3461f6ac2768a,1021,A016,1,Y,N,N
acb2242784bc9196b7e3461f6ac2768a,1022,A016,1,Y,N,N
acb2242784bc9196b7e3461f6ac2768a,1031,A016,1,Y,N,N
acb2242784bc9196b7e3461f6ac2768a,1032,A016,1,Y,N,N
acb2242784bc9196b7e3461f6ac2768a,1041,A016,1,Y,N,N
6aacf780e8e8c3fbe3ae2e74bd74caa9,1021,A016,1,Y,N,N
6aacf780e8e8c3fbe3ae2e74bd74caa9,1022,A016,1,Y,N,N
6aacf780e8e8c3fbe3ae2e74bd74caa9,1031,A016,1,Y,N,N
81e758eb97373364feba873fc77bcafa,1021,A016,1,Y,N,N
81e758eb97373364feba873fc77bcafa,1022,A016,1,Y,N,N
81e758eb97373364feba873fc77bcafa,1031,A016,1,Y,N,N
d868117b90060edb5a3ec9a032d0a15b,1021,A016,1,Y,N,N
d868117b90060edb5a3ec9a032d0a15b,1022,A016,1,Y,N,N
d868117b90060edb5a3ec9a032d0a15b,1031,A016,1,Y,N,N
260334b76416b1c02767fc8dddf3afdd,1021,A016,1,Y,N,N
260334b76416b1c02767fc8dddf3afdd,1022,A016,1,Y,N,N
260334b76416b1c02767fc8dddf3afdd,1031,A016,1,Y,N,N
591862b0e203aa29977c02ec607fc57b,1021,A016,1,Y,N,N
591862b0e203aa29977c02ec607fc57b,1022,A016,1,Y,N,N
591862b0e203aa29977c02ec607fc57b,1031,A016,1,Y,N,N
65b9e2ada3c3fa73dd8e8427847099e3,1021,A016,1,Y,N,N
65b9e2ada3c3fa73dd8e8427847099e3,1022,A016,1,Y,N,N
65b9e2ada3c3fa73dd8e8427847099e3,1031,A016,1,Y,N,N
bb2dfcbe4ec8dd1bfaa3e0f002a0bf9d,1021,A016,1,Y,N,N
bb2dfcbe4ec8dd1bfaa3e0f002a0bf9d,1022,A016,1,Y,N,N
bb2dfcbe4ec8dd1bfaa3e0f002a0bf9d,1031,A016,1,Y,N,N
212d38153b63ea4436b10318dc45111d,1021,A016,1,Y,N,N
212d38153b63ea4436b10318dc45111d,1022,A016,1,Y,N,N
212d38153b63ea4436b10318dc45111d,1031,A016,1,Y,N,N
88a3345d8d0baab169d1c07a03aef16a,1021,A016,1,Y,N,N
88a3345d8d0baab169d1c07a03aef16a,1022,A016,1,Y,N,N
88a3345d8d0baab169d1c07a03aef16a,1031,A016,1,Y,N,N
af7c7c66c41f7df206e72342ffc2c574,1021,A016,1,Y,N,N
af7c7c66c41f7df206e72342ffc2c574,1022,A016,1,Y,N,N
af7c7c66c41f7df206e72342ffc2c574,1031,A016,1,Y,N,N
6af5ce06945fd31b24575482def0f93d,1021,A016,1,Y,N,N
6af5ce06945fd31b24575482def0f93d,1022,A016,1,Y,N,N
6af5ce06945fd31b24575482def0f93d,1031,A016,1,Y,N,N
898c8ac4c1c5f4728d1815e7c69d625e,1021,A016,1,Y,N,N
898c8ac4c1c5f4728d1815e7c69d625e,1022,A016,1,Y,N,N
898c8ac4c1c5f4728d1815e7c69d625e,1031,A016,1,Y,N,N
5cc435bc468ba589ebdb0acb09b0a170,1021,A016,1,Y,N,N
5cc435bc468ba589ebdb0acb09b0a170,1022,A016,1,Y,N,N
5cc435bc468ba589ebdb0acb09b0a170,1031,A016,1,Y,N,N
5cc435bc468ba589ebdb0acb09b0a170,1032,A016,1,Y,N,N
5cc435bc468ba589ebdb0acb09b0a170,1041,A016,1,Y,N,N
682606155e672fb9d3a2ba858f2c3330,1021,A016,1,Y,N,N
682606155e672fb9d3a2ba858f2c3330,1022,A016,1,Y,N,N
682606155e672fb9d3a2ba858f2c3330,1031,A016,1,Y,N,N
682606155e672fb9d3a2ba858f2c3330,1032,A016,1,Y,N,N
682606155e672fb9d3a2ba858f2c3330,1041,A016,1,Y,N,N
66074812c134d6c9e62b0dac7a2b3919,1021,A016,1,Y,N,N
66074812c134d6c9e62b0dac7a2b3919,1022,A016,1,Y,N,N
66074812c134d6c9e62b0dac7a2b3919,1031,A016,1,Y,N,N
66074812c134d6c9e62b0dac7a2b3919,1032,A016,1,Y,N,N
66074812c134d6c9e62b0dac7a2b3919,1041,A016,1,Y,N,N
e28fae4c7a349c692ad930cce8aa9d89,1021,A016,1,Y,N,N
e28fae4c7a349c692ad930cce8aa9d89,1022,A016,1,Y,N,N
e28fae4c7a349c692ad930cce8aa9d89,1031,A016,1,Y,N,N
ac8f38ee32d682040ddbbb447afe0831,1021,A016,1,Y,N,N
ac8f38ee32d682040ddbbb447afe0831,1022,A016,1,Y,N,N
ac8f38ee32d682040ddbbb447afe0831,1031,A016,1,Y,N,N
83f2f2f0bed95b7d1c7f85551de7923b,1021,A016,1,Y,N,N
83f2f2f0bed95b7d1c7f85551de7923b,1022,A016,1,Y,N,N
83f2f2f0bed95b7d1c7f85551de7923b,1031,A016,1,Y,N,N
2dd1c8ff8df092416e65be24591225e6,1021,A016,1,Y,N,N
2dd1c8ff8df092416e65be24591225e6,1022,A016,1,Y,N,N
2dd1c8ff8df092416e65be24591225e6,1031,A016,1,Y,N,N
